大分類,小分類,產品編號,中文品名,日文品名,英文品名/規格,單位,季節/備註,
飛機貨(鮮活),野菜/果物,,南瓜,Kabocha,Japanese Pumpkin (1.5kg~2kg),PC,All,
飛機貨(鮮活),野菜/果物,,洋蔥,Tamanegi,Japanese Onion (200g~350g),KG,All,
飛機貨(鮮活),野菜/果物,,紅洋蔥,Aka Tamanegi,Japanese Red Onion (150g~250g),KG,All,
飛機貨(鮮活),野菜/果物,,蒜頭,Ninniku,Japanese Garlic (1kg / pk),KG,All,
飛機貨(鮮活),野菜/果物,,長蔥,Naga Negi,Japanese Weish Onion (3pc / pk),KG,All,
飛機貨(鮮活),野菜/果物,,下仁田蔥,Shimonita Negi,Japanese Weish Onion (100~200g),KG,All,
飛機貨(鮮活),野菜/果物,,九條蔥,Kujko Negi,Japanese Spring Onion (100g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,万能蔥,Bannou Negi,Japanese Spring Onion (100g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,芽蔥,Menegi,Japanese Mini Chive (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,包菜,LETTAUCE,Japanese Lettuce (600g~800g),PC,All,
飛機貨(鮮活),野菜/果物,,椰菜,Kyapetsu,Japanese Cabbage (600g~800g),PC,All,
飛機貨(鮮活),野菜/果物,,紅椰菜,Aka Kyapetsu,Japanese Red Cabbage (600g~800g),PC,All,
飛機貨(鮮活),野菜/果物,,春菊,Shun giku,Garland Chrysanthemum (100g/pk),PK,All,
飛機貨(鮮活),野菜/果物,,生薑,Shouga,Fresh Ginger (100~300g/pc),KG,All,
飛機貨(鮮活),野菜/果物,,日本蘿蔔,Daikon,Japanese Radish (1.2kg~1.5kg),PC,All,
飛機貨(鮮活),野菜/果物,,紅芯蘿蔔,Koshindaikon,Japanese Red Radish (300g~600g),PC,All,
飛機貨(鮮活),野菜/果物,,蕪菁 (1束3PC),Kabu,Japanese Turnip 3PC/Buddle,Buddle,All,
飛機貨(鮮活),野菜/果物,,蕪菁 (1束5PC),Kabu,Japanese Turnip 5PC/Buddle,Buddle,All,
飛機貨(鮮活),野菜/果物,,甘荀,Ninjin,Japanese Carrot (250g~300g),KG,All,
飛機貨(鮮活),野菜/果物,,金時人參,Kintokininjin,Japanese Kyoto Carrot (200g~250g),PC,WINTER-SPRING,
飛機貨(鮮活),野菜/果物,,牛蒡,Kobou,Japanese Edible Burdock (200g~400g),KG,All,
飛機貨(鮮活),野菜/果物,,蕃薯,Satsumaimo,Japanese Sweet Potato (300g~350g),KG,All,
飛機貨(鮮活),野菜/果物,,大和芋,Yamaimo,Japanese Yam (0.8kg~1kg),KG,All,
飛機貨(鮮活),野菜/果物,,長芋,Nagaimo,Japanese Chinese Yam (2kg~2.5kg),KG,All,
飛機貨(鮮活),野菜/果物,,馬鈴薯,Jagaimo,Japanese Potato (15g~20g),KG,All,
飛機貨(鮮活),野菜/果物,,蓮藕,Renkon,Japanese Lotus Root (800g~1kg),KG,All,
飛機貨(鮮活),野菜/果物,,日產竹筍,Japan Takenoko,Japanese Bamboo Shoots (200g/PC),KG,JAN-MAY,
飛機貨(鮮活),野菜/果物,,青椒仔,Shishitou,Japanese Green Pepper Short (30pc / pk),PK,All,
飛機貨(鮮活),野菜/果物,,青圓椒,Piman,Sweet Bell pepper (4~5pc/pk),PK,All,
飛機貨(鮮活),野菜/果物,,万願寺唐辛子,Manganji Tougarashi,Japanese Green Pepper Long (5-60g),KG,All,
飛機貨(鮮活),野菜/果物,,空豆,Soramame,Japanese Broad Bean,KG,SPRING-SUMMER,
飛機貨(鮮活),野菜/果物,,貝割,Kaiware,Japanese Sprouts (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,銀杏 (殼付),GINNAN,Japanese GINNAN (500/pk),PK,AUG-FEB,
飛機貨(鮮活),野菜/果物,,菠菜,Hourenso,Japanese Spinach (150g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,小松菜,Komatsuna,Japanese Saltgreen (150g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,冬菇,Shiitake,Japanese Mushroom (6~8pc / pk),PK,All,
飛機貨(鮮活),野菜/果物,,本占地,Honshimeji,Japanese Mini Mushroom (100g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,白本占地,White Shimeji,Japanese Mini White Mushroom (100g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,金菇,Enokitake,Japanese Golden mushroom (100g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,黃金菇,Yellow Enoki,Japanese Golden Velvet-Stemmed Araric (100g / pk),PK,SUMMER,
飛機貨(鮮活),野菜/果物,,直菇,Eringi,Japanese King Trumpet Mushroom (100g / pk),PK,SPRING-SUMMER,
飛機貨(鮮活),野菜/果物,,舞茸,Maitake,Japanese Hen Of The Woods (100g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,白舞茸,Shiro Maitake,Japanese White Hen Of The Woods (100g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,獨活,Yama Udo,Doubleteeth Angelicae Root,PC,NOV-MAY,
